borrower_id,age,gender,education_level,village_state,occupation_type,family_members,dependents,land_size_acres,crop_type,rainfall_mm,irrigation_type,soil_quality_index,annual_yield_tonnes,shop_monthly_revenue,business_expenses,inventory_value,annual_income,mobile_transactions_per_month,loan_amount_requested,previous_loans,previous_defaults,loan_repayment_status
R2589,38,Male,Primary,Madhya Pradesh,Farmer,2,1,3,Rice,577.2,Canal,67,3.2,0,0,0,127080.78,22,178092,3,0,1
R2590,55,Female,Graduate,Gujarat,Farmer,2,1,4.6,Pulses,788.6,Borewell,82,8.85,0,0,0,178250.2,20,166975,2,0,1
R2591,39,Male,Secondary,Andhra Pradesh,Farmer,7,5,6.09,Sugarcane,772.3,Borewell,41,11.26,0,0,0,154779.07,18,126620,0,0,1
R2592,53,Female,Primary,Madhya Pradesh,Farmer,8,3,4.96,Groundnut,845.4,Rain-fed,70,6.01,0,0,0,201865.17,25,103668,0,0,1
R2593,26,Female,Secondary,Gujarat,Shopkeeper,5,0,0,None,0,NA,0,0,277284.22,174820.54,49633.38,120320.98,21,97465,1,0,1
R2594,38,Female,Primary,Uttar Pradesh,Farmer,8,1,6.82,Sugarcane,732.1,Canal,63,16.94,0,0,0,376979.86,23,108550,2,0,1
R2595,41,Female,Graduate,Bihar,Shopkeeper,6,5,0,None,0,NA,0,0,104375.37,54514.73,64177.26,73473.11,26,116419,1,0,0
R2596,60,Female,Secondary,Tamil Nadu,Farmer,5,1,1.43,Cotton,950.3,Rain-fed,40,3.31,0,0,0,85203.02,14,52155,2,0,1
R2597,62,Male,None,Maharashtra,Farmer,2,1,2,Corn,1338.6,Rain-fed,79,3.92,0,0,0,69814.09,23,136693,0,0,0
R2598,65,Female,Primary,Andhra Pradesh,Dairy,6,4,0,None,0,NA,0,0,244765.92,151580.2,47765.25,105832.75,19,108537,3,0,0
R2599,44,Male,Secondary,Odisha,Farmer,7,1,5.46,Millets,812.1,Rain-fed,50,11.03,0,0,0,195531,16,42064,2,0,1
R2600,60,Female,None,Maharashtra,Farmer,3,0,2.63,Corn,1127,Canal,42,3.59,0,0,0,101070.08,31,183417,3,0,0
R2601,26,Male,None,Karnataka,Daily Wage,4,0,0,None,0,NA,0,0,114925.99,54749.31,46329.68,90352.02,9,107466,0,0,0
R2602,60,Male,Graduate,Odisha,Farmer,2,1,4.32,Rice,1144.6,Borewell,85,7.21,0,0,0,114110.05,27,154292,0,0,0
R2603,33,Male,Secondary,Gujarat,Farmer,4,2,6.34,Millets,705.6,Rain-fed,91,13.48,0,0,0,371056.79,20,86929,3,1,1
R2604,45,Female,Secondary,Odisha,Farmer,8,4,1.98,Sugarcane,819,Canal,50,3.06,0,0,0,107353.03,25,113334,1,0,0
R2605,45,Male,Primary,Andhra Pradesh,Farmer,5,1,3.35,Rice,1294,Rain-fed,54,4.74,0,0,0,200219.29,13,145886,0,0,0
R2606,22,Male,Secondary,Madhya Pradesh,Daily Wage,7,4,0,None,0,NA,0,0,284239.2,202401.45,55069.3,95342.12,18,179806,2,0,0
R2607,35,Female,Primary,Maharashtra,Farmer,2,1,7.93,Wheat,1065.6,Borewell,95,15.14,0,0,0,319434.21,14,53276,0,0,1
R2608,57,Male,Secondary,Karnataka,Farmer,5,4,3.39,Groundnut,1060.5,Borewell,66,6.89,0,0,0,89527.02,23,108082,1,0,0
R2609,34,Female,Primary,Andhra Pradesh,Farmer,3,0,1.55,Wheat,818.9,Rain-fed,59,2.08,0,0,0,74423.88,14,159371,2,0,0
R2610,34,Male,Secondary,Karnataka,Shopkeeper,5,4,0,None,0,NA,0,0,104713.66,72008,56795.92,65149.28,15,70202,2,0,1
R2611,43,Female,Secondary,Maharashtra,Daily Wage,4,0,0,None,0,NA,0,0,147809.21,106048.08,61654.68,79524.68,11,148854,3,0,0
R2612,52,Female,Primary,Odisha,Farmer,2,0,8.19,Pulses,740.2,Canal,88,10.44,0,0,0,273244.25,21,139258,2,0,1
R2613,29,Female,Secondary,Karnataka,Farmer,5,4,1.02,Corn,1119.4,Rain-fed,41,2.26,0,0,0,27381.34,28,186898,1,0,0
R2614,36,Female,Secondary,Bihar,Farmer,6,4,6.24,Cotton,610.9,Borewell,55,7.2,0,0,0,275698.84,19,133005,0,0,1
R2615,45,Female,Primary,Andhra Pradesh,Dairy,7,3,0,None,0,NA,0,0,178683.71,136727.73,36398.19,58555.39,21,104646,0,0,1
R2616,44,Male,Primary,Tamil Nadu,Farmer,8,7,9.43,Rice,1015.8,Canal,62,19.29,0,0,0,230318.98,17,151380,3,0,1
R2617,22,Male,Graduate,Maharashtra,Shopkeeper,6,3,0,None,0,NA,0,0,130725.6,81092.56,53919.06,74066.99,25,112974,2,0,1
R2618,40,Male,None,Madhya Pradesh,Farmer,4,0,4.69,Millets,896.6,Borewell,69,6.79,0,0,0,249766.19,20,116248,2,0,1
R2619,60,Female,Primary,Odisha,Farmer,2,1,6.67,Millets,986,Rain-fed,91,9.15,0,0,0,202943.77,24,172659,0,0,0
R2620,49,Female,Secondary,Maharashtra,Service Provider,5,3,0,None,0,NA,0,0,242199,154888.56,77278.71,103058.29,29,119828,1,0,0
R2621,39,Male,Secondary,Tamil Nadu,Farmer,2,1,1.55,Wheat,739.2,Rain-fed,68,1.56,0,0,0,64486.66,19,66774,3,0,0
R2622,37,Male,Graduate,Telangana,Farmer,4,2,9.48,Pulses,1006.1,Borewell,61,22.85,0,0,0,448872.27,24,152682,3,0,1
R2623,34,Female,Secondary,Uttar Pradesh,Farmer,5,2,2.04,Wheat,901.3,Borewell,70,3.78,0,0,0,48270.62,14,153141,0,0,0
R2624,34,Female,Graduate,Tamil Nadu,Farmer,8,0,7.1,Sugarcane,879.4,Borewell,64,9.99,0,0,0,298343.18,23,117638,3,0,1
R2625,44,Male,Primary,Bihar,Farmer,8,7,9.95,Cotton,671.4,Canal,76,15.81,0,0,0,357330.61,26,74092,3,0,1
R2626,52,Female,Graduate,Telangana,Daily Wage,3,2,0,None,0,NA,0,0,238395.72,129664.72,69289.9,128567.66,23,95546,2,0,0
R2627,41,Male,Primary,Bihar,Shopkeeper,5,3,0,None,0,NA,0,0,142375.24,103460.03,77693.88,62741.65,25,194456,0,0,0
R2628,25,Male,Secondary,Kerala,Daily Wage,8,1,0,None,0,NA,0,0,254666.04,109758.83,59929.72,170972.2,24,78932,3,0,1
R2629,22,Female,Primary,Maharashtra,Farmer,6,5,8.79,Pulses,903.8,Borewell,69,19.7,0,0,0,478867.51,20,107191,1,0,1
R2630,44,Male,None,Karnataka,Shopkeeper,7,6,0,None,0,NA,0,0,126534,96996.56,37155.46,54639.56,18,199155,1,0,0
R2631,36,Female,Primary,Kerala,Farmer,8,7,9.42,Pulses,596.5,Canal,63,7.94,0,0,0,527462.73,15,38604,0,0,1
R2632,34,Male,Secondary,Kerala,Shopkeeper,5,0,0,None,0,NA,0,0,192836.39,99883.55,19356.92,126107.39,16,76763,3,0,0
R2633,29,Female,None,Karnataka,Farmer,8,0,6.4,Sugarcane,1253.6,Rain-fed,64,5.31,0,0,0,189918.63,19,180309,0,0,1
R2634,25,Male,Secondary,Uttar Pradesh,Daily Wage,2,0,0,None,0,NA,0,0,249050.1,161971.25,33662.97,118099.02,25,163358,3,1,0
R2635,57,Female,Secondary,Tamil Nadu,Dairy,8,4,0,None,0,NA,0,0,239785.19,150751.73,31852.83,121406.92,16,166773,0,0,0
R2636,25,Male,None,Maharashtra,Farmer,7,4,6.72,Cotton,1092.1,Canal,73,14.77,0,0,0,261519.81,15,156371,3,0,1
R2637,63,Female,None,Gujarat,Farmer,7,1,3.01,Corn,962.9,Rain-fed,73,3.15,0,0,0,172761.53,21,155186,3,0,0
R2638,49,Male,Graduate,Uttar Pradesh,Dairy,8,5,0,None,0,NA,0,0,292268.93,130338.28,50650.74,192688.59,26,196260,3,1,0
R2639,24,Male,None,Telangana,Farmer,3,0,9.85,Corn,1061.2,Canal,47,16.45,0,0,0,524319.78,19,73069,3,1,1
R2640,65,Male,Primary,Maharashtra,Daily Wage,5,2,0,None,0,NA,0,0,256376.95,203646.89,27943.92,64414.01,25,193149,3,0,0
R2641,32,Female,Secondary,Uttar Pradesh,Daily Wage,2,1,0,None,0,NA,0,0,120537.41,51639.56,44470.96,81461.83,17,68102,3,0,0
R2642,29,Male,Secondary,Bihar,Shopkeeper,7,4,0,None,0,NA,0,0,85474.72,66803.83,29499.39,41987.82,27,135066,1,0,0
R2643,54,Male,Secondary,Uttar Pradesh,Service Provider,8,7,0,None,0,NA,0,0,229335.17,167765.31,71436.85,90849.05,26,77139,1,0,0
R2644,49,Female,Secondary,Bihar,Daily Wage,6,2,0,None,0,NA,0,0,271218.41,167230.32,73429.63,115193.12,19,72441,1,0,1
R2645,59,Female,Primary,Kerala,Farmer,7,4,9.63,Millets,933.2,Borewell,89,18.3,0,0,0,527576.47,24,196984,3,0,1
R2646,27,Male,Secondary,Kerala,Farmer,3,0,2.95,Rice,1099.3,Borewell,60,5.8,0,0,0,174106.88,11,106748,3,0,0
R2647,40,Female,Secondary,Bihar,Daily Wage,8,0,0,None,0,NA,0,0,152371.07,108654.89,21242.98,82999.04,17,76707,3,0,1
R2648,50,Female,None,Bihar,Shopkeeper,4,0,0,None,0,NA,0,0,199047.27,84286.86,20477.43,147134.34,15,164807,0,0,0
R2649,37,Female,Primary,Tamil Nadu,Farmer,2,1,7.38,Millets,873.2,Borewell,65,6.19,0,0,0,249977.54,23,181017,0,0,1
R2650,32,Female,Primary,Odisha,Farmer,6,0,3.54,Groundnut,725.5,Rain-fed,69,8.31,0,0,0,85666.64,12,99449,3,0,0
R2651,32,Female,Graduate,Gujarat,Farmer,4,2,9.64,Sugarcane,607.1,Borewell,56,21.42,0,0,0,469123.38,18,189883,3,0,1
R2652,24,Female,Primary,Uttar Pradesh,Farmer,5,3,7.25,Millets,1126.6,Canal,49,6.95,0,0,0,233770.15,19,122173,3,0,1
R2653,47,Male,Primary,Andhra Pradesh,Shopkeeper,6,2,0,None,0,NA,0,0,132150.46,88131.65,55155.92,71353.46,14,90559,1,0,1
R2654,20,Male,Primary,Karnataka,Shopkeeper,3,0,0,None,0,NA,0,0,177849.23,136720.99,43637.19,51547.66,19,162610,1,0,0
R2655,36,Male,Primary,Odisha,Daily Wage,8,2,0,None,0,NA,0,0,183213.62,91589.88,42556.21,118534.81,23,90263,0,0,0
R2656,63,Male,Primary,Andhra Pradesh,Shopkeeper,5,1,0,None,0,NA,0,0,255108.72,152548.11,79628.31,126274.23,12,37929,2,0,1
R2657,42,Male,None,Telangana,Farmer,3,0,4.77,Rice,750.3,Canal,75,9.81,0,0,0,189700.21,19,114926,1,0,1
R2658,63,Male,Secondary,Madhya Pradesh,Shopkeeper,3,1,0,None,0,NA,0,0,230154.04,112211,63268.15,149571.7,27,106075,3,0,1
R2659,45,Female,Primary,Andhra Pradesh,Farmer,7,5,3.65,Rice,644.7,Canal,41,7.13,0,0,0,86893.93,19,104109,0,0,1
R2660,27,Female,Secondary,Odisha,Farmer,7,1,8.83,Cotton,1022,Rain-fed,84,14.58,0,0,0,519503.3,23,183284,0,0,1
R2661,20,Female,None,Telangana,Farmer,4,0,6.71,Cotton,1228.2,Borewell,40,10.26,0,0,0,352738.61,18,138227,1,0,1
R2662,60,Female,Graduate,Tamil Nadu,Shopkeeper,4,1,0,None,0,NA,0,0,93851.19,61929.14,23394.13,54279.73,15,66021,3,0,1
R2663,55,Male,None,Bihar,Farmer,5,3,4.51,Millets,613.7,Canal,79,7.45,0,0,0,134882.71,22,90855,3,0,1
R2664,35,Male,Primary,Maharashtra,Farmer,4,2,0.68,Wheat,1464.8,Canal,67,1.56,0,0,0,31117.43,23,30104,2,0,1
R2665,63,Female,Secondary,Kerala,Farmer,4,0,7.42,Wheat,942.5,Canal,71,7.49,0,0,0,259434.4,22,176260,2,0,0
R2666,64,Male,None,Odisha,Farmer,3,1,3.91,Pulses,948.1,Rain-fed,92,4.06,0,0,0,145442.58,13,32568,3,0,0
R2667,46,Male,None,Tamil Nadu,Shopkeeper,8,2,0,None,0,NA,0,0,275585.54,168332.5,69486.16,119050.18,16,95738,2,0,1
R2668,30,Male,Secondary,Uttar Pradesh,Farmer,6,0,8.46,Cotton,807.4,Borewell,69,9.71,0,0,0,191192.7,19,145989,3,0,1
R2669,37,Male,Primary,Kerala,Service Provider,5,1,0,None,0,NA,0,0,92486.99,42280.91,62873.94,81844.13,18,32057,1,0,1
R2670,26,Male,Graduate,Andhra Pradesh,Daily Wage,8,2,0,None,0,NA,0,0,129157.67,52139.52,26105.08,99603.17,14,182394,2,0,0
R2671,31,Female,Secondary,Gujarat,Farmer,6,4,0.88,Wheat,1147.2,Canal,68,1.58,0,0,0,50492.84,18,64798,0,0,0
R2672,21,Female,Secondary,Karnataka,Farmer,6,4,7.71,Groundnut,709,Borewell,47,6.2,0,0,0,441484.41,18,98111,3,1,0
R2673,39,Male,Secondary,Telangana,Dairy,3,1,0,None,0,NA,0,0,229449.84,143709.82,74774.84,96503.25,23,60640,2,0,0
R2674,62,Female,Graduate,Bihar,Shopkeeper,2,1,0,None,0,NA,0,0,182494.95,109866.62,19590.77,88685.21,19,83985,2,0,0
R2675,48,Female,Secondary,Bihar,Farmer,8,1,2.29,Groundnut,961,Borewell,77,2.41,0,0,0,46200.63,22,50012,1,1,0
R2676,41,Female,Graduate,Madhya Pradesh,Farmer,5,2,8.75,Wheat,944.2,Canal,45,19.54,0,0,0,489394.38,19,62008,0,0,1
R2677,42,Female,Secondary,Maharashtra,Shopkeeper,2,1,0,None,0,NA,0,0,75977.27,36126.88,38737.3,53396.29,15,87829,1,0,0
R2678,32,Female,Secondary,Odisha,Farmer,5,0,5.38,Corn,1041.3,Canal,69,8.58,0,0,0,199957.82,13,174977,0,0,1
R2679,52,Male,Secondary,Maharashtra,Farmer,5,2,1.51,Wheat,1217.2,Rain-fed,87,1.76,0,0,0,80263.3,28,47999,3,0,0
R2680,58,Male,None,Gujarat,Service Provider,4,3,0,None,0,NA,0,0,274870.76,197080.99,62561.44,88891.62,24,67806,1,0,0
R2681,54,Female,Secondary,Telangana,Dairy,7,5,0,None,0,NA,0,0,198512.36,100445.73,56294.37,126308.74,13,187072,3,0,0
R2682,36,Male,Primary,Bihar,Farmer,7,1,9.14,Rice,907.6,Rain-fed,81,9.82,0,0,0,401085.87,18,78790,3,0,1
R2683,59,Female,Primary,Kerala,Shopkeeper,7,5,0,None,0,NA,0,0,144991.35,59673.33,78708.62,114062.02,20,121694,2,0,0
R2684,22,Female,Secondary,Madhya Pradesh,Shopkeeper,8,2,0,None,0,NA,0,0,151225.44,82261.07,42476.26,87243.86,15,173270,1,0,0
R2685,41,Female,Primary,Uttar Pradesh,Daily Wage,8,7,0,None,0,NA,0,0,96678.76,39937.39,27276.82,96132.99,25,187972,0,0,0
R2686,21,Female,Primary,Tamil Nadu,Farmer,7,4,6.31,Pulses,966.1,Borewell,80,8.23,0,0,0,186853.17,22,136482,0,0,1
R2687,58,Female,Secondary,Karnataka,Farmer,4,3,2.62,Groundnut,892.5,Canal,61,3.45,0,0,0,117157.83,17,185063,0,0,0
R2688,53,Female,Graduate,Tamil Nadu,Farmer,7,0,9.57,Cotton,1094.4,Canal,43,16.75,0,0,0,239610.76,15,181327,0,0,0
R2689,49,Female,None,Madhya Pradesh,Daily Wage,7,5,0,None,0,NA,0,0,101512.69,78078.41,46595,54901.37,13,192948,2,0,0
R2690,20,Female,Secondary,Odisha,Farmer,5,4,2.31,Pulses,1130.4,Rain-fed,58,2.89,0,0,0,73598.61,15,69654,1,0,0
R2691,57,Female,Graduate,Telangana,Shopkeeper,4,0,0,None,0,NA,0,0,214158.45,124671.72,48762.91,103157.67,24,33670,1,1,0
R2692,28,Female,Primary,Karnataka,Farmer,5,1,6.87,Pulses,770.3,Rain-fed,91,14.75,0,0,0,340001.71,27,107570,2,0,1
R2693,58,Male,None,Tamil Nadu,Farmer,3,0,5.13,Corn,865,Borewell,67,5.71,0,0,0,178777.41,20,151528,2,0,1
R2694,65,Female,Primary,Karnataka,Dairy,7,3,0,None,0,NA,0,0,190390.41,139286.5,29024.64,88203.54,21,145097,0,0,0
R2695,29,Male,Primary,Maharashtra,Farmer,5,2,4.47,Corn,555.4,Canal,56,8.77,0,0,0,264512.4,15,122120,2,0,1
R2696,27,Male,Secondary,Andhra Pradesh,Shopkeeper,3,2,0,None,0,NA,0,0,100851.51,41237,33588.82,95575.63,30,156806,1,0,0
R2697,20,Female,None,Karnataka,Farmer,7,3,1.96,Sugarcane,962.3,Borewell,74,3.71,0,0,0,58762.51,20,178172,1,0,0
R2698,43,Female,Primary,Kerala,Farmer,6,5,6.88,Corn,1161.1,Canal,63,7.36,0,0,0,194336.57,32,57976,2,0,1
R2699,41,Male,Graduate,Telangana,Farmer,3,2,0.56,Groundnut,605.6,Borewell,71,0.93,0,0,0,22280.57,15,91502,2,0,1
R2700,61,Male,Primary,Gujarat,Shopkeeper,3,2,0,None,0,NA,0,0,104727.66,55798.2,49456.11,80723.59,20,53621,0,0,1
R2701,46,Male,Secondary,Maharashtra,Daily Wage,7,5,0,None,0,NA,0,0,279525.82,215651.29,57839.86,74403.47,20,199091,3,0,0
R2702,29,Female,None,Bihar,Farmer,7,1,5.86,Pulses,1149.1,Borewell,61,8.74,0,0,0,192130.52,19,90701,0,0,1
R2703,49,Male,Secondary,Madhya Pradesh,Service Provider,5,0,0,None,0,NA,0,0,265828.2,110366.6,20561.46,169215.08,15,185559,0,0,0
R2704,63,Male,None,Telangana,Daily Wage,3,2,0,None,0,NA,0,0,271692.12,112180.63,62619.42,189175.46,24,198534,2,0,1
R2705,47,Female,Graduate,Telangana,Shopkeeper,5,1,0,None,0,NA,0,0,70523.28,34820.77,37758.22,59195.85,28,37669,1,0,0
R2706,34,Male,Primary,Bihar,Farmer,5,4,0.52,Pulses,993.3,Rain-fed,54,0.78,0,0,0,19063,22,160907,3,1,0
R2707,46,Male,Graduate,Maharashtra,Farmer,3,0,6.7,Groundnut,642,Canal,87,15.32,0,0,0,330208.11,30,114614,1,0,1
R2708,38,Female,Secondary,Gujarat,Daily Wage,6,3,0,None,0,NA,0,0,199336.09,105989.05,68758.23,126219.63,17,123739,1,1,0
R2709,30,Male,Graduate,Andhra Pradesh,Dairy,3,1,0,None,0,NA,0,0,135117.4,62726.19,72711.87,100254.87,25,67396,0,0,0
R2710,36,Female,Primary,Madhya Pradesh,Farmer,6,2,8.87,Groundnut,1032.6,Rain-fed,66,12.19,0,0,0,312769.98,34,197563,3,0,1
R2711,61,Female,Primary,Kerala,Farmer,7,5,8.26,Pulses,1008.6,Canal,51,12.16,0,0,0,173887.68,12,44976,3,0,1
R2712,64,Female,Primary,Gujarat,Farmer,6,2,0.53,Corn,894.5,Canal,66,1.2,0,0,0,23130.7,27,195075,3,0,0
R2713,23,Female,None,Andhra Pradesh,Farmer,6,4,4.81,Sugarcane,1351.4,Canal,74,8.56,0,0,0,189371.71,25,166223,1,0,1
R2714,58,Male,Secondary,Odisha,Shopkeeper,3,1,0,None,0,NA,0,0,248727.34,118498.2,55511.45,146218.58,21,199530,0,0,0
R2715,44,Female,Primary,Andhra Pradesh,Farmer,2,1,5.18,Millets,932.1,Canal,42,4.41,0,0,0,122505.42,12,169670,3,0,0
R2716,52,Male,None,Tamil Nadu,Farmer,8,6,9.99,Pulses,996.2,Rain-fed,80,23.22,0,0,0,328814.83,13,174863,1,0,1
R2717,27,Male,None,Kerala,Farmer,7,2,4.04,Corn,1039.6,Canal,45,8.25,0,0,0,193696.23,18,192879,0,0,1
R2718,58,Male,Secondary,Bihar,Farmer,4,0,0.53,Wheat,881.2,Rain-fed,70,1.09,0,0,0,17615.33,23,120914,3,0,0
R2719,43,Male,Primary,Maharashtra,Shopkeeper,7,0,0,None,0,NA,0,0,246569.55,155934.36,30064.58,122658.65,21,183280,0,0,0
R2720,38,Male,Primary,Kerala,Shopkeeper,5,4,0,None,0,NA,0,0,190954.47,142729.09,71791.58,71574.38,20,106404,3,0,0
R2721,29,Female,None,Madhya Pradesh,Dairy,2,1,0,None,0,NA,0,0,274835.32,196578.05,18856.8,106566.5,24,89554,0,0,1
R2722,56,Male,Secondary,Maharashtra,Farmer,2,0,7.5,Rice,892.2,Rain-fed,86,10.74,0,0,0,367222.93,20,151194,0,0,1
R2723,29,Female,Primary,Uttar Pradesh,Shopkeeper,5,1,0,None,0,NA,0,0,246618.01,125431.56,20275.56,139940.29,20,126622,1,0,0
R2724,22,Male,Graduate,Maharashtra,Service Provider,3,2,0,None,0,NA,0,0,72831.77,43983.12,35758.94,54888.65,19,183698,3,0,0
R2725,58,Female,Secondary,Kerala,Shopkeeper,7,5,0,None,0,NA,0,0,104343.6,70175.89,74725.13,60327.81,26,113944,2,0,0
R2726,47,Female,Graduate,Bihar,Farmer,5,2,7.72,Pulses,855.3,Canal,49,11.99,0,0,0,268356.39,12,105491,2,0,1
R2727,38,Male,Primary,Madhya Pradesh,Farmer,4,1,0.87,Pulses,896.1,Rain-fed,45,1.37,0,0,0,44363.38,19,150718,1,0,0
R2728,59,Male,Secondary,Gujarat,Shopkeeper,8,6,0,None,0,NA,0,0,272359.13,164930.31,50677.6,122316.91,16,103226,3,0,1
R2729,63,Female,Secondary,Maharashtra,Farmer,4,2,1.34,Groundnut,908,Borewell,59,1.51,0,0,0,41062.3,18,104806,0,0,0
R2730,53,Female,Secondary,Bihar,Farmer,6,4,3.09,Rice,1056.7,Rain-fed,72,4.53,0,0,0,131600.46,16,34150,1,0,0
R2731,52,Female,Primary,Telangana,Farmer,2,1,3.02,Rice,827.9,Borewell,76,4.14,0,0,0,153770.37,23,174925,3,0,1
R2732,35,Female,Graduate,Telangana,Farmer,7,4,9.06,Wheat,856.1,Rain-fed,84,11.59,0,0,0,501943.48,19,98910,2,0,1
R2733,54,Female,Secondary,Madhya Pradesh,Shopkeeper,6,4,0,None,0,NA,0,0,83542.65,66015.08,19695.47,37754.14,17,55884,2,0,0
R2734,24,Male,Secondary,Karnataka,Farmer,5,0,2.49,Groundnut,824.3,Borewell,86,2.52,0,0,0,114111.11,15,70741,1,0,0
R2735,54,Male,Graduate,Maharashtra,Daily Wage,3,2,0,None,0,NA,0,0,283764.46,224914.1,67028.85,78293.87,19,181429,2,0,0
R2736,51,Male,Primary,Maharashtra,Farmer,4,2,2.06,Groundnut,1072.8,Borewell,90,4.85,0,0,0,75714.94,22,103939,0,0,0
R2737,29,Male,Primary,Kerala,Shopkeeper,7,2,0,None,0,NA,0,0,211559.79,117238.24,35031.97,104351.52,21,199881,2,0,0
R2738,38,Male,Primary,Bihar,Farmer,5,0,5.7,Corn,1241.1,Canal,83,11.17,0,0,0,306717.41,22,91464,1,1,1
R2739,49,Male,Primary,Gujarat,Farmer,2,1,1.87,Sugarcane,1069,Canal,67,3.84,0,0,0,92844.58,21,187276,3,0,0
R2740,61,Female,Graduate,Bihar,Service Provider,6,3,0,None,0,NA,0,0,192451.19,137832.95,25001.58,74939.46,26,117094,2,0,0
R2741,36,Female,Graduate,Kerala,Farmer,3,1,9.22,Sugarcane,1230.3,Borewell,86,11.79,0,0,0,265191.84,28,47797,1,0,1
R2742,20,Female,Primary,Bihar,Farmer,7,3,9.91,Cotton,875.9,Canal,56,11.18,0,0,0,594134.65,15,101422,1,0,1
R2743,29,Female,Primary,Odisha,Shopkeeper,4,3,0,None,0,NA,0,0,272543.78,191344.11,51786.6,91521.84,26,188368,3,0,0
R2744,46,Male,Graduate,Andhra Pradesh,Daily Wage,5,4,0,None,0,NA,0,0,178929.36,121258.6,14850.49,90025.31,18,50171,1,0,0
R2745,35,Male,None,Gujarat,Shopkeeper,5,2,0,None,0,NA,0,0,95245.72,45175.39,32974.43,86829.43,18,44067,0,0,0
R2746,34,Male,None,Madhya Pradesh,Farmer,7,1,9.28,Cotton,798.8,Rain-fed,55,22.85,0,0,0,499712.32,19,62817,1,0,1
R2747,31,Female,Secondary,Andhra Pradesh,Farmer,7,5,3.33,Pulses,1409,Rain-fed,66,5.85,0,0,0,76539.26,18,152215,0,0,0
R2748,26,Male,None,Uttar Pradesh,Farmer,6,5,5.67,Sugarcane,1231.5,Canal,75,9.5,0,0,0,133014.67,23,183600,0,0,0
R2749,46,Male,Secondary,Karnataka,Shopkeeper,4,2,0,None,0,NA,0,0,197278.07,138377.57,62643.1,73572.99,15,84385,2,0,0
R2750,42,Female,Secondary,Karnataka,Farmer,4,0,0.77,Sugarcane,886.9,Rain-fed,61,1.24,0,0,0,46135.25,19,147877,0,0,0
R2751,62,Female,Secondary,Madhya Pradesh,Farmer,4,2,9.26,Corn,1267.6,Borewell,51,23.12,0,0,0,318029.53,27,147200,1,0,1
R2752,38,Female,Primary,Maharashtra,Farmer,2,0,2.59,Sugarcane,984.4,Borewell,92,4.71,0,0,0,57288.6,12,93042,3,1,0
R2753,30,Male,Graduate,Telangana,Service Provider,3,1,0,None,0,NA,0,0,238992.25,112111.78,52409.71,145545.3,24,161820,3,0,1
R2754,48,Female,Primary,Odisha,Shopkeeper,5,4,0,None,0,NA,0,0,185960.04,95551.23,66661.08,105991.83,17,144616,2,0,1
R2755,49,Female,Secondary,Maharashtra,Farmer,3,0,9.17,Groundnut,1116.7,Rain-fed,75,13.81,0,0,0,220142.73,27,99185,2,0,1
R2756,20,Female,Secondary,Telangana,Farmer,3,0,6.52,Pulses,1164.6,Rain-fed,70,11.74,0,0,0,180679.75,14,68628,2,0,1
R2757,61,Male,Primary,Gujarat,Farmer,7,6,2.92,Cotton,985.6,Borewell,61,4.97,0,0,0,114869.19,21,80515,2,0,1
R2758,23,Male,Primary,Gujarat,Daily Wage,7,5,0,None,0,NA,0,0,175766.74,118901.08,26982.49,82912.02,22,176714,1,0,0
R2759,48,Male,Secondary,Kerala,Farmer,8,4,7.4,Sugarcane,844.3,Canal,61,16.86,0,0,0,287324.6,34,30572,2,0,1
R2760,58,Male,Secondary,Bihar,Farmer,5,0,1.49,Groundnut,1178.7,Borewell,75,2.79,0,0,0,58196.17,14,174865,0,0,0
R2761,57,Female,Secondary,Uttar Pradesh,Daily Wage,4,3,0,None,0,NA,0,0,268298.67,179641.9,56495.26,116587.23,16,148302,3,0,0
R2762,41,Female,None,Bihar,Shopkeeper,4,2,0,None,0,NA,0,0,188940.55,76980.45,76748.98,147304.58,17,186951,3,0,0
R2763,31,Male,Secondary,Bihar,Farmer,7,1,6.22,Pulses,571,Canal,74,5.99,0,0,0,249553.73,19,172050,3,1,0
R2764,47,Male,Secondary,Tamil Nadu,Shopkeeper,4,2,0,None,0,NA,0,0,151355.08,64396.34,14608.64,98241.08,19,64633,2,0,0
R2765,22,Female,None,Madhya Pradesh,Farmer,6,4,1.06,Sugarcane,1171.7,Rain-fed,85,1.31,0,0,0,46663.64,22,87242,1,0,1
R2766,52,Male,Primary,Andhra Pradesh,Farmer,6,3,7.71,Sugarcane,1112.7,Rain-fed,74,14.28,0,0,0,455768.04,19,108925,1,0,1
R2767,23,Female,Secondary,Odisha,Farmer,2,0,0.66,Wheat,919.8,Rain-fed,63,0.9,0,0,0,16405.54,19,98303,1,0,0
R2768,32,Female,Primary,Madhya Pradesh,Shopkeeper,3,2,0,None,0,NA,0,0,85376.46,34980.19,67713.25,87883.73,16,77253,3,0,0
R2769,24,Female,Primary,Madhya Pradesh,Farmer,5,4,7.12,Corn,742.4,Canal,62,11.67,0,0,0,266752.6,17,51503,2,0,1
R2770,43,Female,Graduate,Maharashtra,Shopkeeper,4,1,0,None,0,NA,0,0,72737.47,51430.5,56615.1,46262.75,20,104294,3,0,0
R2771,25,Female,Primary,Andhra Pradesh,Daily Wage,4,2,0,None,0,NA,0,0,154294.15,92557.39,46996.06,92493.83,23,100302,1,0,0
